timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1679858983599,88,get_method,200,OK,Gr_32_Ukr 1-1,text,true,,184,153,1,1,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,88,0,47
1679858983688,75,user_info_2,200,OK,Gr_32_Ukr 1-1,text,true,,487,249,2,2,http://5.75.203.123:5005/user_info_2,75,0,35
1679858983701,71,get_method,200,OK,Gr_32_Ukr 1-2,text,true,,184,153,2,2,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,71,0,35
1679858983763,69,user_info_3,200,OK,Gr_32_Ukr 1-1,text,true,,385,250,3,3,http://5.75.203.123:5005/user_info_3,69,0,33
1679858983773,73,user_info_2,200,OK,Gr_32_Ukr 1-2,text,true,,487,249,3,3,http://5.75.203.123:5005/user_info_2,73,0,38
1679858983797,69,get_method,200,OK,Gr_32_Ukr 1-3,text,true,,184,153,3,3,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,69,0,32
1679858983832,75,object_info_1,200,OK,Gr_32_Ukr 1-1,text,true,,249,166,4,4,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,75,0,34
1679858983847,68,user_info_3,200,OK,Gr_32_Ukr 1-2,text,true,,385,250,4,4,http://5.75.203.123:5005/user_info_3,68,0,32
1679858983866,73,user_info_2,200,OK,Gr_32_Ukr 1-3,text,true,,487,249,4,4,http://5.75.203.123:5005/user_info_2,73,0,36
1679858983899,72,get_method,200,OK,Gr_32_Ukr 1-4,text,true,,184,153,4,4,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,72,0,35
1679858983907,69,object_info_2,200,OK,Gr_32_Ukr 1-1,text,true,,477,168,4,4,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,69,0,32
1679858983916,68,object_info_1,200,OK,Gr_32_Ukr 1-2,text,true,,249,166,4,4,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,68,0,34
1679858983939,73,user_info_3,200,OK,Gr_32_Ukr 1-3,text,true,,385,250,5,5,http://5.75.203.123:5005/user_info_3,73,0,32
1679858983971,78,user_info_2,200,OK,Gr_32_Ukr 1-4,text,true,,487,249,5,5,http://5.75.203.123:5005/user_info_2,77,0,34
1679858983976,73,object_info_3,200,OK,Gr_32_Ukr 1-1,text,true,,537,168,5,5,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,73,0,36
1679858983985,118,object_info_2,200,OK,Gr_32_Ukr 1-2,text,true,,477,168,6,6,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,118,0,33
1679858984002,105,get_method,200,OK,Gr_32_Ukr 1-5,text,true,,184,153,6,6,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,105,0,35
1679858984012,95,object_info_1,200,OK,Gr_32_Ukr 1-3,text,true,,249,166,6,6,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,95,0,37
1679858984049,110,object_info_4,200,OK,Gr_32_Ukr 1-1,text,true,,256,168,6,6,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,110,0,74
1679858984049,110,user_info_3,200,OK,Gr_32_Ukr 1-4,text,true,,385,250,6,6,http://5.75.203.123:5005/user_info_3,110,0,74
1679858984101,67,get_method,200,OK,Gr_32_Ukr 1-6,text,true,,184,153,6,6,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,67,0,33
1679858984104,70,object_info_3,200,OK,Gr_32_Ukr 1-2,text,true,,537,168,6,6,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,70,0,34
1679858984107,72,object_info_2,200,OK,Gr_32_Ukr 1-3,text,true,,477,168,6,6,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,72,0,31
1679858984107,76,user_info_2,200,OK,Gr_32_Ukr 1-5,text,true,,487,249,6,6,http://5.75.203.123:5005/user_info_2,76,0,35
1679858984159,79,get_method,200,OK,Gr_32_Ukr 1-1,text,true,,184,153,7,7,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,78,0,36
1679858984159,79,object_info_1,200,OK,Gr_32_Ukr 1-4,text,true,,249,166,7,7,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,79,0,36
1679858984168,70,user_info_2,200,OK,Gr_32_Ukr 1-6,text,true,,487,249,7,7,http://5.75.203.123:5005/user_info_2,69,0,32
1679858984179,67,object_info_3,200,OK,Gr_32_Ukr 1-3,text,true,,537,168,7,7,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,67,0,33
1679858984174,81,object_info_4,200,OK,Gr_32_Ukr 1-2,text,true,,256,168,7,7,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,81,0,38
1679858984183,76,user_info_3,200,OK,Gr_32_Ukr 1-5,text,true,,385,250,7,7,http://5.75.203.123:5005/user_info_3,76,0,35
1679858984197,76,get_method,200,OK,Gr_32_Ukr 1-7,text,true,,184,153,7,7,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,76,0,40
1679858984238,73,user_info_2,200,OK,Gr_32_Ukr 1-1,text,true,,487,249,8,8,http://5.75.203.123:5005/user_info_2,73,0,31
1679858984238,73,object_info_2,200,OK,Gr_32_Ukr 1-4,text,true,,477,168,8,8,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,73,0,31
1679858984238,77,user_info_3,200,OK,Gr_32_Ukr 1-6,text,true,,385,250,8,8,http://5.75.203.123:5005/user_info_3,77,0,32
1679858984246,71,object_info_4,200,OK,Gr_32_Ukr 1-3,text,true,,256,168,8,8,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,71,0,34
1679858984256,64,get_method,200,OK,Gr_32_Ukr 1-2,text,true,,184,153,8,8,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,64,0,30
1679858984259,65,object_info_1,200,OK,Gr_32_Ukr 1-5,text,true,,249,166,8,8,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,65,0,31
1679858984273,66,user_info_2,200,OK,Gr_32_Ukr 1-7,text,true,,487,249,8,8,http://5.75.203.123:5005/user_info_2,66,0,32
1679858984300,109,get_method,200,OK,Gr_32_Ukr 1-8,text,true,,184,153,9,9,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,109,0,32
1679858984311,98,user_info_3,200,OK,Gr_32_Ukr 1-1,text,true,,385,250,9,9,http://5.75.203.123:5005/user_info_3,98,0,35
1679858984311,98,object_info_3,200,OK,Gr_32_Ukr 1-4,text,true,,537,168,9,9,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,98,0,35
1679858984315,95,object_info_1,200,OK,Gr_32_Ukr 1-6,text,true,,249,166,9,9,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,95,0,31
1679858984317,93,get_method,200,OK,Gr_32_Ukr 1-3,text,true,,184,153,9,9,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,93,0,33
1679858984324,125,object_info_2,200,OK,Gr_32_Ukr 1-5,text,true,,477,168,9,9,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,125,0,85
1679858984339,115,user_info_3,200,OK,Gr_32_Ukr 1-7,text,true,,385,250,9,9,http://5.75.203.123:5005/user_info_3,115,0,70
1679858984321,133,user_info_2,200,OK,Gr_32_Ukr 1-2,text,true,,487,249,9,9,http://5.75.203.123:5005/user_info_2,133,0,88
1679858984401,74,get_method,200,OK,Gr_32_Ukr 1-9,text,true,,184,153,9,9,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,74,0,39
1679858984409,70,user_info_2,200,OK,Gr_32_Ukr 1-8,text,true,,487,249,9,9,http://5.75.203.123:5005/user_info_2,70,0,33
1679858984409,74,object_info_4,200,OK,Gr_32_Ukr 1-4,text,true,,256,168,9,9,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,74,0,33
1679858984410,77,user_info_2,200,OK,Gr_32_Ukr 1-3,text,true,,487,249,9,9,http://5.75.203.123:5005/user_info_2,77,0,34
1679858984409,81,object_info_1,200,OK,Gr_32_Ukr 1-1,text,true,,249,166,9,9,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,81,0,35
1679858984410,80,object_info_2,200,OK,Gr_32_Ukr 1-6,text,true,,477,168,9,9,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,80,0,34
1679858984450,66,object_info_3,200,OK,Gr_32_Ukr 1-5,text,true,,537,168,10,10,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,66,0,32
1679858984454,72,object_info_1,200,OK,Gr_32_Ukr 1-7,text,true,,249,166,10,10,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,72,0,37
1679858984455,73,user_info_3,200,OK,Gr_32_Ukr 1-2,text,true,,385,250,10,10,http://5.75.203.123:5005/user_info_3,73,0,37
1679858984475,66,user_info_2,200,OK,Gr_32_Ukr 1-9,text,true,,487,249,10,10,http://5.75.203.123:5005/user_info_2,66,0,32
1679858984479,65,user_info_3,200,OK,Gr_32_Ukr 1-8,text,true,,385,250,10,10,http://5.75.203.123:5005/user_info_3,65,0,32
1679858984483,64,get_method,200,OK,Gr_32_Ukr 1-4,text,true,,184,153,10,10,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,64,0,30
1679858984487,76,user_info_3,200,OK,Gr_32_Ukr 1-3,text,true,,385,250,10,10,http://5.75.203.123:5005/user_info_3,76,0,34
1679858984490,73,object_info_2,200,OK,Gr_32_Ukr 1-1,text,true,,477,168,10,10,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,73,0,31
1679858984490,73,object_info_3,200,OK,Gr_32_Ukr 1-6,text,true,,537,168,10,10,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,73,0,33
1679858984501,65,get_method,200,OK,Gr_32_Ukr 1-10,text,true,,184,153,10,10,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,65,0,31
1679858984516,80,object_info_4,200,OK,Gr_32_Ukr 1-5,text,true,,256,168,11,11,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,80,0,34
1679858984526,81,object_info_2,200,OK,Gr_32_Ukr 1-7,text,true,,477,168,11,11,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,81,0,37
1679858984528,79,object_info_1,200,OK,Gr_32_Ukr 1-2,text,true,,249,166,11,11,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,79,0,35
1679858984541,68,user_info_3,200,OK,Gr_32_Ukr 1-9,text,true,,385,250,11,11,http://5.75.203.123:5005/user_info_3,68,0,33
1679858984545,70,object_info_1,200,OK,Gr_32_Ukr 1-8,text,true,,249,166,11,11,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,70,0,36
1679858984547,72,user_info_2,200,OK,Gr_32_Ukr 1-4,text,true,,487,249,11,11,http://5.75.203.123:5005/user_info_2,71,0,35
1679858984563,72,object_info_3,200,OK,Gr_32_Ukr 1-1,text,true,,537,168,11,11,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,72,0,34
1679858984563,72,object_info_4,200,OK,Gr_32_Ukr 1-6,text,true,,256,168,11,11,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,72,0,34
1679858984563,72,object_info_1,200,OK,Gr_32_Ukr 1-3,text,true,,249,166,11,11,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,72,0,34
1679858984566,79,user_info_2,200,OK,Gr_32_Ukr 1-10,text,true,,487,249,11,11,http://5.75.203.123:5005/user_info_2,79,0,41
1679858984596,76,get_method,200,OK,Gr_32_Ukr 1-5,text,true,,184,153,11,11,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,76,0,39
1679858984596,76,get_method,200,OK,Gr_32_Ukr 1-11,text,true,,184,153,11,11,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,76,0,39
1679858984607,68,object_info_2,200,OK,Gr_32_Ukr 1-2,text,true,,477,168,11,11,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,68,0,33
1679858984607,69,object_info_3,200,OK,Gr_32_Ukr 1-7,text,true,,537,168,11,11,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,69,0,33
1679858984609,68,object_info_1,200,OK,Gr_32_Ukr 1-9,text,true,,249,166,11,11,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,68,0,31
1679858984615,67,object_info_2,200,OK,Gr_32_Ukr 1-8,text,true,,477,168,11,11,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,67,0,34
1679858984619,83,user_info_3,200,OK,Gr_32_Ukr 1-4,text,true,,385,250,12,12,http://5.75.203.123:5005/user_info_3,83,0,48
1679858984635,76,object_info_2,200,OK,Gr_32_Ukr 1-3,text,true,,477,168,12,12,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,76,0,36
1679858984635,77,object_info_4,200,OK,Gr_32_Ukr 1-1,text,true,,256,168,12,12,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,77,0,36
1679858984646,70,user_info_3,200,OK,Gr_32_Ukr 1-10,text,true,,385,250,12,12,http://5.75.203.123:5005/user_info_3,70,0,32
1679858984635,82,get_method,200,OK,Gr_32_Ukr 1-6,text,true,,184,153,12,12,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,82,0,36
1679858984672,80,user_info_2,200,OK,Gr_32_Ukr 1-5,text,true,,487,249,12,12,http://5.75.203.123:5005/user_info_2,80,0,37
1679858984672,80,user_info_2,200,OK,Gr_32_Ukr 1-11,text,true,,487,249,12,12,http://5.75.203.123:5005/user_info_2,79,0,37
1679858984675,77,object_info_3,200,OK,Gr_32_Ukr 1-2,text,true,,537,168,12,12,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,77,0,37
1679858984677,78,object_info_2,200,OK,Gr_32_Ukr 1-9,text,true,,477,168,12,12,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,78,0,36
1679858984676,79,object_info_4,200,OK,Gr_32_Ukr 1-7,text,true,,256,168,12,12,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,79,0,37
1679858984682,85,object_info_3,200,OK,Gr_32_Ukr 1-8,text,true,,537,168,12,12,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,85,0,36
1679858984695,72,get_method,200,OK,Gr_32_Ukr 1-12,text,true,,184,153,12,12,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,72,0,33
1679858984702,66,object_info_1,200,OK,Gr_32_Ukr 1-4,text,true,,249,166,12,12,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,66,0,32
1679858984711,70,object_info_3,200,OK,Gr_32_Ukr 1-3,text,true,,537,168,12,12,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,70,0,36
1679858984712,73,get_method,200,OK,Gr_32_Ukr 1-1,text,true,,184,153,12,12,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,73,0,36
1679858984717,71,user_info_2,200,OK,Gr_32_Ukr 1-6,text,true,,487,249,12,12,http://5.75.203.123:5005/user_info_2,71,0,35
1679858984716,74,object_info_1,200,OK,Gr_32_Ukr 1-10,text,true,,249,166,12,12,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,74,0,36
1679858984752,68,user_info_3,200,OK,Gr_32_Ukr 1-5,text,true,,385,250,13,13,http://5.75.203.123:5005/user_info_3,68,0,33
1679858984752,71,user_info_3,200,OK,Gr_32_Ukr 1-11,text,true,,385,250,13,13,http://5.75.203.123:5005/user_info_3,71,0,33
1679858984752,75,object_info_4,200,OK,Gr_32_Ukr 1-2,text,true,,256,168,13,13,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,75,0,33
1679858984755,75,object_info_3,200,OK,Gr_32_Ukr 1-9,text,true,,537,168,13,13,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,75,0,35
1679858984756,74,get_method,200,OK,Gr_32_Ukr 1-7,text,true,,184,153,13,13,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,74,0,34
1679858984767,66,object_info_4,200,OK,Gr_32_Ukr 1-8,text,true,,256,168,13,13,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,66,0,32
1679858984767,67,user_info_2,200,OK,Gr_32_Ukr 1-12,text,true,,487,249,13,13,http://5.75.203.123:5005/user_info_2,67,0,32
1679858984768,68,object_info_2,200,OK,Gr_32_Ukr 1-4,text,true,,477,168,13,13,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,68,0,33
1679858984781,64,object_info_4,200,OK,Gr_32_Ukr 1-3,text,true,,256,168,13,13,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,64,0,32
1679858984785,65,user_info_2,200,OK,Gr_32_Ukr 1-1,text,true,,487,249,13,13,http://5.75.203.123:5005/user_info_2,65,0,32
1679858984789,65,user_info_3,200,OK,Gr_32_Ukr 1-6,text,true,,385,250,13,13,http://5.75.203.123:5005/user_info_3,65,0,32
1679858984790,71,object_info_2,200,OK,Gr_32_Ukr 1-10,text,true,,477,168,13,13,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,71,0,33
1679858984798,73,get_method,200,OK,Gr_32_Ukr 1-13,text,true,,184,153,13,13,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,73,0,32
1679858984821,65,object_info_1,200,OK,Gr_32_Ukr 1-5,text,true,,249,166,13,13,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,65,0,31
1679858984823,68,object_info_1,200,OK,Gr_32_Ukr 1-11,text,true,,249,166,13,13,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,68,0,35
1679858984827,68,get_method,200,OK,Gr_32_Ukr 1-2,text,true,,184,153,13,13,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,68,0,34
1679858984830,66,object_info_4,200,OK,Gr_32_Ukr 1-9,text,true,,256,168,13,13,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,66,0,32
1679858984830,67,user_info_2,200,OK,Gr_32_Ukr 1-7,text,true,,487,249,13,13,http://5.75.203.123:5005/user_info_2,67,0,32
1679858984834,73,user_info_3,200,OK,Gr_32_Ukr 1-12,text,true,,385,250,14,14,http://5.75.203.123:5005/user_info_3,73,0,37
1679858984836,71,object_info_3,200,OK,Gr_32_Ukr 1-4,text,true,,537,168,14,14,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,71,0,36
1679858984833,74,get_method,200,OK,Gr_32_Ukr 1-8,text,true,,184,153,14,14,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,74,0,38
1679858984851,71,user_info_3,200,OK,Gr_32_Ukr 1-1,text,true,,385,250,14,14,http://5.75.203.123:5005/user_info_3,71,0,31
1679858984846,76,get_method,200,OK,Gr_32_Ukr 1-3,text,true,,184,153,14,14,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,76,0,31
1679858984854,68,object_info_1,200,OK,Gr_32_Ukr 1-6,text,true,,249,166,14,14,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,68,0,31
1679858984861,72,object_info_3,200,OK,Gr_32_Ukr 1-10,text,true,,537,168,14,14,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,72,0,32
1679858984871,76,user_info_2,200,OK,Gr_32_Ukr 1-13,text,true,,487,249,14,14,http://5.75.203.123:5005/user_info_2,76,0,33
1679858984886,75,object_info_2,200,OK,Gr_32_Ukr 1-5,text,true,,477,168,14,14,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,75,0,36
1679858984891,72,object_info_2,200,OK,Gr_32_Ukr 1-11,text,true,,477,168,14,14,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,72,0,38
1679858984895,74,user_info_2,200,OK,Gr_32_Ukr 1-2,text,true,,487,249,14,14,http://5.75.203.123:5005/user_info_2,74,0,38
1679858984897,72,user_info_3,200,OK,Gr_32_Ukr 1-7,text,true,,385,250,14,14,http://5.75.203.123:5005/user_info_3,72,0,37
1679858984896,73,get_method,200,OK,Gr_32_Ukr 1-9,text,true,,184,153,14,14,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,73,0,37
1679858984899,70,get_method,200,OK,Gr_32_Ukr 1-14,text,true,,184,153,14,14,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,70,0,35
1679858984907,90,object_info_1,200,OK,Gr_32_Ukr 1-12,text,true,,249,166,14,14,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,90,0,52
1679858984908,91,user_info_2,200,OK,Gr_32_Ukr 1-8,text,true,,487,249,15,15,http://5.75.203.123:5005/user_info_2,91,0,51
1679858984907,93,object_info_4,200,OK,Gr_32_Ukr 1-4,text,true,,256,168,15,15,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,93,0,52
1679858984922,82,object_info_1,200,OK,Gr_32_Ukr 1-1,text,true,,249,166,15,15,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,82,0,38
1679858984922,84,user_info_2,200,OK,Gr_32_Ukr 1-3,text,true,,487,249,15,15,http://5.75.203.123:5005/user_info_2,84,0,38
1679858984938,70,object_info_4,200,OK,Gr_32_Ukr 1-10,text,true,,256,168,15,15,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,70,0,33
1679858984923,85,object_info_2,200,OK,Gr_32_Ukr 1-6,text,true,,477,168,15,15,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,85,0,37
1679858984947,70,user_info_3,200,OK,Gr_32_Ukr 1-13,text,true,,385,250,15,15,http://5.75.203.123:5005/user_info_3,70,0,32
1679858984963,68,object_info_3,200,OK,Gr_32_Ukr 1-11,text,true,,537,168,15,15,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,68,0,33
1679858984961,70,object_info_3,200,OK,Gr_32_Ukr 1-5,text,true,,537,168,15,15,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,70,0,33
1679858984969,71,user_info_2,200,OK,Gr_32_Ukr 1-9,text,true,,487,249,15,15,http://5.75.203.123:5005/user_info_2,71,0,34
1679858984969,71,object_info_1,200,OK,Gr_32_Ukr 1-7,text,true,,249,166,15,15,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,71,0,34
1679858984969,73,user_info_3,200,OK,Gr_32_Ukr 1-2,text,true,,385,250,15,15,http://5.75.203.123:5005/user_info_3,73,0,34
1679858984969,73,user_info_2,200,OK,Gr_32_Ukr 1-14,text,true,,487,249,15,15,http://5.75.203.123:5005/user_info_2,73,0,34
1679858984999,67,user_info_3,200,OK,Gr_32_Ukr 1-8,text,true,,385,250,15,15,http://5.75.203.123:5005/user_info_3,67,0,32
1679858984999,69,get_method,200,OK,Gr_32_Ukr 1-15,text,true,,184,153,15,15,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,69,0,32
1679858984997,71,object_info_2,200,OK,Gr_32_Ukr 1-12,text,true,,477,168,15,15,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,71,0,31
1679858985000,73,get_method,200,OK,Gr_32_Ukr 1-4,text,true,,184,153,15,15,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,73,0,31
1679858985004,70,object_info_2,200,OK,Gr_32_Ukr 1-1,text,true,,477,168,15,15,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,70,0,31
1679858985007,71,user_info_3,200,OK,Gr_32_Ukr 1-3,text,true,,385,250,15,15,http://5.75.203.123:5005/user_info_3,71,0,34
1679858985008,71,get_method,200,OK,Gr_32_Ukr 1-10,text,true,,184,153,15,15,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,71,0,33
1679858985008,71,object_info_3,200,OK,Gr_32_Ukr 1-6,text,true,,537,168,15,15,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,71,0,33
1679858985017,65,object_info_1,200,OK,Gr_32_Ukr 1-13,text,true,,249,166,15,15,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,65,0,32
1679858985031,70,object_info_4,200,OK,Gr_32_Ukr 1-11,text,true,,256,168,16,16,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,70,0,33
1679858985031,72,object_info_4,200,OK,Gr_32_Ukr 1-5,text,true,,256,168,16,16,http://5.75.203.123:5005/object_info_4?name=Yaroslav&age=31&salary=3500,72,0,33
1679858985041,76,object_info_2,200,OK,Gr_32_Ukr 1-7,text,true,,477,168,16,16,http://5.75.203.123:5005/object_info_2?name=Yaroslav&age=31&salary=1700,76,0,34
1679858985042,75,user_info_3,200,OK,Gr_32_Ukr 1-14,text,true,,385,250,16,16,http://5.75.203.123:5005/user_info_3,75,0,33
1679858985042,76,object_info_1,200,OK,Gr_32_Ukr 1-2,text,true,,249,166,16,16,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,76,0,33
1679858985040,78,user_info_3,200,OK,Gr_32_Ukr 1-9,text,true,,385,250,16,16,http://5.75.203.123:5005/user_info_3,78,0,35
1679858985066,70,object_info_1,200,OK,Gr_32_Ukr 1-8,text,true,,249,166,16,16,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,70,0,35
1679858985068,74,object_info_3,200,OK,Gr_32_Ukr 1-12,text,true,,537,168,16,16,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,74,0,36
1679858985068,75,user_info_2,200,OK,Gr_32_Ukr 1-15,text,true,,487,249,16,16,http://5.75.203.123:5005/user_info_2,75,0,37
1679858985074,73,object_info_3,200,OK,Gr_32_Ukr 1-1,text,true,,537,168,16,16,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,73,0,37
1679858985073,74,user_info_2,200,OK,Gr_32_Ukr 1-4,text,true,,487,249,16,16,http://5.75.203.123:5005/user_info_2,74,0,38
1679858985079,75,user_info_2,200,OK,Gr_32_Ukr 1-10,text,true,,487,249,16,16,http://5.75.203.123:5005/user_info_2,74,0,38
1679858985079,76,object_info_1,200,OK,Gr_32_Ukr 1-3,text,true,,249,166,16,16,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,75,0,38
1679858985097,65,get_method,200,OK,Gr_32_Ukr 1-16,text,true,,184,153,16,16,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,65,0,32
1679858985103,66,get_method,200,OK,Gr_32_Ukr 1-5,text,true,,184,153,16,16,http://5.75.203.123:5005/get_method?Name=Yaroslav&Age=31,65,0,32
1679858985117,71,object_info_3,200,OK,Gr_32_Ukr 1-7,text,true,,537,168,16,16,http://5.75.203.123:5005/object_info_3?name=Yaroslav&age=31&salary=2500,71,0,34
1679858985117,72,object_info_1,200,OK,Gr_32_Ukr 1-14,text,true,,249,166,16,16,http://5.75.203.123:5005/object_info_1?name=Yaroslav&age=31&weight=80,72,0,33
